2017/11/20 10:30:06 cfg.go:88: read config file: /usr/local/open-falcon/open-falcon/aggregator/config/cfg.json successfully
2017/11/20 10:30:06 http.go:74: http listening 0.0.0.0:6055
2017/11/20 10:30:06 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:02:28 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:03:23 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:04:18 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:05:13 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:06:08 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:07:03 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:07:58 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:08:53 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:09:48 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:10:43 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:11:38 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:12:33 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:13:28 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:14:23 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:15:18 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:16:13 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:17:08 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:18:03 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:18:58 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:19:53 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:20:48 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:21:43 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:22:38 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:23:33 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:24:28 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:25:23 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:26:18 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:27:13 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1

2017/11/20 11:27:45 cfg.go:88: read config file: /usr/local/open-falcon/open-falcon/aggregator/config/cfg.json successfully
2017/11/20 11:27:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:27:45 http.go:74: http listening 0.0.0.0:6055
2017/11/20 11:28:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:29:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:30:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:31:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:32:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:33:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:34:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:35:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:36:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:36:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:37:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:38:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:39:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:40:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:41:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:42:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:43:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:44:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:45:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:46:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:47:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:47:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:48:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:49:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:50:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:51:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:52:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:53:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:54:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:55:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:56:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:57:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:58:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:58:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 11:59:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:00:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:01:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:02:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:03:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:04:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:05:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:06:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:07:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:08:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:09:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:09:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:10:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:11:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:12:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:13:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:14:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:15:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:16:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:17:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:18:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:19:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:20:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:20:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:21:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:22:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:23:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:24:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:25:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:26:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:27:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:28:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:29:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:30:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:31:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:31:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
